,prompt,summary
2128,"Andy, another part of the recycling team decided he would gather tin foil wrappers. If he was able to pick up 34 wrappers around the village dumpster and his best friend Max was able to collect 15, how many wrappers were gathered in total?","var1 = find(Andy wrappers), var2 = find(wrappers from Max), var1 = add(var1, var2), CALL, return(var1)"
1994,Rangers from Flora Natural Park and Wildlife Reserve also joined the activities on that day. They planted 75 redwood trees and 25 cypress trees to replace the trees that were destroyed during a recent forest fire. How many trees did the rangers plant?,"var1 = find(redwood trees), var2 = find(cypress trees), var1 = add(var1, var2), CALL, return(var1)"
316,Each pack of dvds costs 107 dollars. If there is a discount of 106 dollars on each packHow many packs of dvds can you buy with 93 dollars?,"var1 = find(cost per pack), var2 = find(discount), var3 = subtract(var1, var2), var4 = find(dollars available), var5 = divide(var4, var3), CALL, return(var5)"
681,He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day.How many more sacks of ripe oranges than unripe oranges are harvested per day?,"var1 = find(Ripe oranges sacks), var2 = find(Unripe oranges sacks), var1 = sub(var1, var2), CALL, return(var1)"
417,In a school there are 635 girls and the rest are boys. If there are 510 more boys than girlsHow many boys are there in that school?,"var1 = find(girls in the school), var2 = find(boys - girls in the school), var3 = add(var1, var2), CALL, return(var3)"
1684,Brad has 17 balloons. 8 balloons are red and the rest are green. How many green balloons does Brad have?,"var1 = find(Brad's balloons), var2 = find(red balloons), var3 = subtract(var1, var2), CALL, return(var3)"
779,"The ring toss game at the carnival made 420 dollars in 3 days. If they made the same amount of money each day, how much did they make per day?","var1 = find(dollars), var2 = find(days), var3 = divide(var1, var2), CALL, return(var3)"
1473,"At the carnival, 6 friends bought 234 tickets total. If they each bought the same amount, how many tickets did each person buy?","var1 = find(tickets), var2 = find(friends), var3 = divide(var1, var2), CALL, return(var3)"
529,Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks leftHow many blocks did he use to build the tower?,"var1 = find(total blocks), var2 = find(remaining blocks), var3 = subtract(var1, var2), CALL, return(var3)"
531,A waiter had 13 customers. After some left he got 4 new customers. If he still had 9 customersHow many customers left?,"var1 = find(initial customers), var2 = find(new customers), var3 = add(var1, var2), var4 = find(remaining customers), var5 = subtract(var3, var4), CALL, return(var5)"
1853,"Before his friends gave him more stamps, Simon initially had 34 stamps. If he now has 61 stamps, how many stamps did he receive from his friends?","var1 = find(stamps Simon has now), var2 = find(stamps Simon initially had), var1 = subtract(var1, var2), CALL, return(var1)"
202,Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared 18 cookies and each guest had the same number of cookiesHow many did each of them have?,"var1 = find(total guests), var2 = divide(18, 1), CALL, return(var2)"
1778,Adolfo made a tower with thirty-five blocks. He added some more blocks and now he has sixty-five blocks. How many did he have to add?,"var1 = find(Adolfo's blocks), var2 = find(blocks added), var3 = subtract(65, var1), CALL, return(var3)"
373,Marco and his dad went strawberry picking. Marco's strawberries weighed 15 pounds. If together their strawberries weighed 37 pounds.How much did his dad's strawberries weigh?,"var1 = find(Marco strawberries), var2 = find(total strawberries), var3 = subtract(var2, var1), CALL, return(var3)"
1206,A teacher is to arrange 60 boys and 72 girls in rows. He wishes to arrange them in such a way that only boys or girls will be there in a row. Find the greatest number of students that could be arranged in a row.,"var1 = find(boys), var2 = find(girls), var3 = find(GCF of var1 and var2), CALL, return(var3)"
1148,At the fair Haley went on six rides in the day and three at night. How many rides did Haley go on total?,"var1 = find(day rides), var2 = find(night rides), var1 = add(var1, var2), CALL, return(var1)"
1883,"Then he started to prepare the games. If each game takes 5 minutes to prepare and he prepared a total of 5 games, how many minutes did it take for Andrew to prepare all the games?","var1 = find(time to prepare each game), var2 = find(number of games prepared), var1 = multiply(var1, var2), CALL, return(var1)"
1764,"Marian also baked oatmeal cookies for her classmates. If she can place 12 cookies on a tray at a time, how many trays will she need to prepare 276 oatmeal cookies at a time?","var1 = find(oatmeal cookies), var2 = find(cookies per tray), var1 = divide(var1, var2), CALL, return(var1)"
1997,A restaurant has 67 tomatoes. 32 are made into salads. Another 21 are made into pasta sauce. How many tomatoes are left?,"var1 = find(tomatoes for salad), var2 = find(tomatoes for sauce), var3 = add(var1, var2), CALL, var4 = find(total tomatoes), var5 = subtract(var4, var3), CALL, return(var5)"
189,Kelly gives away 91 nintendo games.How many did she have initially if she still has 92 games left?,"var1 = find(games left), var2 = add(var1, 91), CALL, return(var2)"
1889,"Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards, how many cut-outs of Christmas trees will Melody have left?","var1 = find(cut-outs), var2 = find(cut-outs per card), var3 = divide(var1, var2), CALL, var4 = find(remainder), return(var4)"
1320,There were forty-eight people on the train. After the first stop there were thirty-one people left. How many people got off? ,"var1 = find(total people), var2 = find(left people), var3 = subtract(var1, var2), CALL, return(var3)"
60,Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookiesHow many did each of them have?,"var1 = find(cookies), var2 = find(guests), var3 = divide(var1, var2), CALL, return(var3)"
758,"Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. What's the difference between the number of pencils in Paige's backpack and at Paige's home?","var1 = find(pencils in Paige's backpack), var2 = find(pencils at Paige's home), var1 = subtract(var2, var1), CALL, return(var1)"
1581,"On the day of the awarding ceremony, Robyn and Lucy decided to sell more cookies during the morning to make sure they get the badge. Lucy sold 19 packs and Robyn sold 16. How many packs did they sell on their last day?","var1 = find(Robyn cookies), var2 = find(Lucy cookies), var1 = add(var1, var2), CALL, return(var1)"
718,Adam has 3 more apples than jackie. Adam has 9 apples.How many apples does Jackie have?,"var1 = find(Adam apples), var2 = find(Apples difference), var3 = sub(var1, var2), CALL, return(var3)"
694,There were some roses in the vase. Jessica cut 16 more roses from her flower garden and put them in the vase. There are now 23 roses in the vase.How many roses were there in the vase at the beginning?,"var1 = find(Roses in vase), var2 = find(Roses added), var3 = sub(var1, var2), CALL, return(var3)"
301,5 red peaches and 11 green peaches are in the basket.How many more green peaches than red peaches are in the basket?,"var1 = find(red peaches), var2 = find(green peaches), var3 = subtract(var2, var1), CALL, return(var3)"
125,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations.How many friends can she invite?,"var1 = find(invitations in 1 pack), var2 = multiply(var1, 6), CALL, var3 = add(var2, 11), CALL, return(var3)"
429,Baker made 133 cakes. If he sold 51 of themHow many more cakes did baker make than those he sold?,"var1 = find(cakes made), var2 = find(cakes sold), var3 = subtract(var1, var2), CALL, return(var3)"
399,Jessie currently weighs 27 kilograms. After she started to go jogging everyday she lost 101 kilograms.How much did she weigh before starting to jog?,"var1 = find(current weight), var2 = find(weight lost), var3 = add(var1, var2), CALL, return(var3)"
806,Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have? ,"var1 = find(left butterflies), var2 = find(released butterflies), var3 = add(var1, var2), CALL, return(var3)"
1379,"A vase can hold 5 flowers. If you had 25 flowers, how many vases would you need?","var1 = find(total flowers), var2 = find(flowers per vase), var3 = divide(var1, var2), CALL, return(var3)"
479,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 100 visitors came to the Buckingham palace on the previous day. If there were 666 visitors on that dayHow many more visitors visited the Buckingham palace on that day than on the previous day?","var1 = find(visitors in the current day), var2 = find(visitors in the previous day), var3 = subtract(var1, var2), CALL, return(var3)"
794,"Jerry is helping to put away books. If he has twelve books to put away and each shelf can hold four books, how many shelves will he need?","var1 = find(books to put away), var2 = find(books per shelf), var3 = divide(var1, var2), CALL, return(var3)"
625,At the arcade Dave had won 18 tickets. If he used 5 to buy some toys and 11 more to buy some clothesHow many tickets did Dave have left?,"var1 = find(tickets won), var2 = find(tickets used to buy toys), var3 = find(additional tickets used to buy clothes), var4 = add(var2, var3), var5 = subtract(var1, var4), CALL, return(var5)"
761,"There are 25 pencils in Frances's pencil collection. If the pencils are organized into 5 groups, how big is each group?","var1 = find(pencils), var2 = find(group size), var3 = divide(var1, var2), CALL, var4 = multiply(var3, var2), CALL, var5 = subtract(var1, var4), CALL, return(var3)"
1565,"There were 105 parents in the program and 698 pupils, too. How many people were present in the program?","var1 = find(parents in program), var2 = find(pupils in program), var3 = add(var1, var2), CALL, return(var3)"
351,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog.How much did they jump altogether?,"var1 = find(grasshopper jump), var2 = find(jump difference), var3 = subtract(var1, var2), var4 = add(var1, var3), CALL, return(var4)"
1407,When Amy got to the fair she had $15. When she left she had $11. How much money did she spend at the fair? ,"var1 = find(arrival money), var2 = find(left money), var3 = subtract(var1, var2), CALL, return(var3)"
435,Dan has $ 5. He bought a chocolate for $ 3 and a candy bar for $ 7.How much money did he spend to buy candy bar than he did to buy chocolate?,"var1 = find(price of chocolate), var2 = find(price of candy bar), var3 = subtract(var2, var1), CALL, return(var3)"
